"2019-01-01 00:10:00","38"
"2019-01-11 16:10:00","39"
"2019-01-11 16:20:00","38"
"2019-01-11 16:30:00","34"
"2019-01-11 16:40:00","38"
"2019-01-11 16:50:00","39"
"2019-01-11 17:00:00","39"
"2019-01-11 17:10:00","34"
"2019-01-11 17:20:00","38"
"2019-01-11 17:30:00","39"
"2019-01-11 17:40:00","38"
"2019-01-11 17:50:00","38"
"2019-01-11 18:00:00","39"
"2019-01-11 18:10:00","39"
"2019-01-11 18:20:00","39"
"2019-01-11 18:30:00","40"
"2019-01-11 18:40:00","41"
"2019-01-11 18:50:00","38"
"2019-01-11 19:00:00","40"
"2019-01-11 19:10:00","38"
"2019-01-11 19:20:00","40"
"2019-01-11 19:30:00","38"
"2019-01-11 19:40:00","38"
"2019-01-11 19:50:00","40"
"2019-01-11 20:00:00","40"
"2019-01-11 20:10:00","39"
"2019-01-11 20:20:00","39"
"2019-01-11 20:30:00","41"
"2019-01-11 20:40:00","39"
"2019-01-11 20:50:00","39"
"2019-01-11 21:00:00","39"
"2019-01-11 21:10:00","39"
"2019-01-11 21:20:00","38"
"2019-01-11 21:30:00","40"
"2019-01-11 21:40:00","39"
"2019-01-11 21:50:00","39"
"2019-01-11 22:00:00","42"
"2019-01-11 22:10:00","40"
"2019-01-11 22:20:00","38"
"2019-01-11 22:30:00","39"
"2019-01-11 22:40:00","41"
"2019-01-11 22:50:00","42"
"2019-01-11 23:00:00","40"
"2019-01-11 23:10:00","39"
"2019-01-11 23:20:00","39"
"2019-01-11 23:30:00","43"
"2019-01-11 23:40:00","39"
"2019-01-11 23:50:00","38"
"2019-01-12 00:00:00","38"
"2019-01-12 00:10:00","38"
"2019-01-12 00:20:00","38"
"2019-01-12 00:30:00","39"
"2019-01-12 00:40:00","39"
"2019-01-12 00:50:00","38"
"2019-01-12 01:00:00","38"
"2019-01-12 01:10:00","38"
"2019-01-12 01:20:00","38"
"2019-01-12 01:30:00","38"
"2019-01-12 01:40:00","39"
"2019-01-12 01:50:00","38"
"2019-01-12 02:00:00","38"
"2019-01-12 02:10:00","38"
"2019-01-12 02:20:00","38"
"2019-01-12 02:30:00","38"
"2019-01-12 02:40:00","38"
"2019-01-12 02:50:00","40"
"2019-01-12 03:00:00","39"
"2019-01-12 03:10:00","39"
"2019-01-12 03:20:00","39"
"2019-01-12 03:30:00","38"
"2019-01-12 03:40:00","39"
"2019-01-12 03:50:00","39"
"2019-01-12 04:00:00","41"
"2019-01-12 04:10:00","38"
"2019-01-12 04:20:00","40"
"2019-01-12 04:30:00","39"
"2019-01-12 04:40:00","38"
"2019-01-12 04:50:00","39"
"2019-01-12 05:00:00","39"
"2019-01-12 05:10:00","40"
"2019-01-12 05:20:00","38"
"2019-01-12 05:30:00","38"
"2019-01-12 05:40:00","40"
"2019-01-12 05:50:00","38"
"2019-01-12 06:00:00","39"
"2019-01-12 06:10:00","39"
"2019-01-12 06:20:00","39"
"2019-01-12 06:30:00","38"
"2019-01-12 06:40:00","40"
"2019-01-12 06:50:00","40"
"2019-01-12 07:00:00","42"
"2019-01-12 07:10:00","38"
"2019-01-12 07:20:00","38"
"2019-01-12 07:30:00","39"
"2019-01-12 07:40:00","40"
"2019-01-12 07:50:00","39"
"2019-01-12 08:00:00","41"
"2019-01-12 08:10:00","38"
"2019-01-12 08:20:00","42"
"2019-01-12 08:30:00","38"
"2019-01-12 08:40:00","39"
"2019-01-12 08:50:00","38"
"2019-01-12 09:00:00","38"
"2019-01-12 09:10:00","39"
"2019-01-12 09:20:00","39"
"2019-01-12 09:30:00","39"
"2019-01-12 09:40:00","40"
"2019-01-12 09:50:00","41"
"2019-01-12 10:00:00","39"
"2019-01-12 10:10:00","38"
"2019-01-12 10:20:00","42"
"2019-01-12 10:30:00","39"
"2019-01-12 10:40:00","40"
"2019-01-12 10:50:00","39"
"2019-01-12 11:00:00","40"
"2019-01-12 11:10:00","39"
"2019-01-12 11:20:00","39"
"2019-01-12 11:30:00","40"
"2019-01-12 11:40:00","39"
"2019-01-12 11:50:00","38"
"2019-01-12 12:00:00","38"
"2019-01-12 12:10:00","38"
"2019-01-12 12:20:00","40"
"2019-01-12 12:30:00","39"
"2019-01-12 12:40:00","39"
"2019-01-12 12:50:00","39"
"2019-01-12 13:00:00","40"
"2019-01-12 13:10:00","33"
"2019-01-12 13:20:00","39"
"2019-01-12 13:30:00","41"
"2019-01-12 13:40:00","39"
"2019-01-12 13:50:00","39"
"2019-01-12 14:00:00","39"
"2019-01-12 14:10:00","40"
"2019-01-12 14:20:00","39"
"2019-01-12 14:30:00","38"
"2019-01-12 14:40:00","40"
"2019-01-12 14:50:00","39"
"2019-01-12 15:00:00","38"
"2019-01-12 15:10:00","38"
"2019-01-12 15:20:00","39"
"2019-01-12 15:30:00","38"
"2019-01-12 15:40:00","39"
"2019-01-12 15:50:00","38"
"2019-01-12 16:00:00","39"
"2019-01-12 16:10:00","39"
"2019-01-12 16:20:00","40"
"2019-01-12 16:30:00","39"
"2019-01-12 16:40:00","39"
"2019-01-12 16:50:00","39"
"2019-01-12 17:00:00","41"
"2019-01-12 17:10:00","39"
"2019-01-12 17:20:00","38"
"2019-01-12 17:30:00","38"
"2019-01-12 17:40:00","40"
"2019-01-12 17:50:00","39"
"2019-01-12 18:00:00","39"
"2019-01-12 18:10:00","39"
"2019-01-12 18:20:00","40"
"2019-01-12 18:30:00","39"
"2019-01-12 18:40:00","40"
"2019-01-12 18:50:00","38"
"2019-01-12 19:00:00","39"
"2019-01-12 19:10:00","38"
"2019-01-12 19:20:00","38"
"2019-01-12 19:30:00","39"
"2019-01-12 19:40:00","38"
"2019-01-12 19:50:00","39"
"2019-01-12 20:00:00","41"
"2019-01-12 20:10:00","38"
"2019-01-12 20:20:00","38"
"2019-01-12 20:30:00","39"
"2019-01-12 20:40:00","39"
"2019-01-12 20:50:00","38"
"2019-01-12 21:00:00","39"
"2019-01-12 21:10:00","39"
"2019-01-12 21:20:00","39"
"2019-01-12 21:30:00","38"
"2019-01-12 21:40:00","40"
"2019-01-12 21:50:00","39"
"2019-01-12 22:00:00","40"
"2019-01-12 22:10:00","39"
"2019-01-12 22:20:00","41"
"2019-01-12 22:30:00","38"
"2019-01-12 22:40:00","41"
"2019-01-12 22:50:00","40"
"2019-01-12 23:00:00","40"
"2019-01-12 23:10:00","39"
"2019-01-12 23:20:00","42"
"2019-01-12 23:30:00","40"
"2019-01-12 23:40:00","40"
"2019-01-12 23:50:00","41"
"2019-01-13 00:00:00","40"
"2019-01-13 00:10:00","41"
"2019-01-13 00:20:00","38"
"2019-01-13 00:30:00","40"
"2019-01-13 00:40:00","38"
"2019-01-13 00:50:00","40"
"2019-01-13 01:00:00","39"
"2019-01-13 01:10:00","39"
"2019-01-13 01:20:00","38"
"2019-01-13 01:30:00","38"
"2019-01-13 01:40:00","38"
"2019-01-13 01:50:00","40"
"2019-01-13 02:00:00","39"
"2019-01-13 02:10:00","38"
"2019-01-13 02:20:00","40"
"2019-01-13 02:30:00","39"
"2019-01-13 02:40:00","40"
"2019-01-13 02:50:00","41"
"2019-01-13 03:00:00","38"
"2019-01-13 03:10:00","40"
"2019-01-13 03:20:00","39"
"2019-01-13 03:30:00","38"
"2019-01-13 03:40:00","38"
"2019-01-13 03:50:00","42"
"2019-01-13 04:00:00","41"
"2019-01-13 04:10:00","38"
"2019-01-13 04:20:00","39"
"2019-01-13 04:30:00","38"
"2019-01-13 04:40:00","38"
"2019-01-13 04:50:00","38"
"2019-01-13 05:00:00","38"
"2019-01-13 05:10:00","38"
"2019-01-13 05:20:00","39"
"2019-01-13 05:30:00","39"
"2019-01-13 05:40:00","39"
"2019-01-13 05:50:00","40"
"2019-01-13 06:00:00","39"
"2019-01-13 06:10:00","39"
"2019-01-13 06:20:00","40"
"2019-01-13 06:30:00","39"
"2019-01-13 06:40:00","39"
"2019-01-13 06:50:00","38"
"2019-01-13 07:00:00","39"
"2019-01-13 07:10:00","41"
"2019-01-13 07:20:00","40"
"2019-01-13 07:30:00","38"
"2019-01-13 07:40:00","38"
"2019-01-13 07:50:00","40"
"2019-01-13 08:00:00","40"
"2019-01-13 08:10:00","41"
"2019-01-13 08:20:00","39"
"2019-01-13 08:30:00","39"
"2019-01-13 08:40:00","40"
"2019-01-13 08:50:00","38"
"2019-01-13 09:00:00","40"
"2019-01-13 09:10:00","38"
"2019-01-13 09:20:00","39"
"2019-01-13 09:30:00","39"
"2019-01-13 09:40:00","39"
"2019-01-13 09:50:00","38"
"2019-01-13 10:00:00","39"
"2019-01-13 10:10:00","40"
"2019-01-13 10:20:00","38"
"2019-01-13 10:30:00","39"
"2019-01-13 10:40:00","39"
"2019-01-13 10:50:00","38"
"2019-01-13 11:00:00","39"
"2019-01-13 11:10:00","38"
"2019-01-13 11:20:00","38"
"2019-01-13 11:30:00","38"
"2019-01-13 11:40:00","39"
"2019-01-13 11:50:00","39"
"2019-01-13 12:00:00","39"
"2019-01-13 12:10:00","38"
"2019-01-13 12:20:00","40"
"2019-01-13 12:30:00","39"
"2019-01-13 12:40:00","39"
"2019-01-13 12:50:00","40"
"2019-01-13 13:00:00","39"
"2019-01-13 13:10:00","38"
"2019-01-13 13:20:00","38"
"2019-01-13 13:30:00","38"
"2019-01-13 13:40:00","39"
"2019-01-13 13:50:00","40"
"2019-01-13 14:00:00","40"
"2019-01-13 14:10:00","38"
"2019-01-13 14:20:00","39"
"2019-01-13 14:30:00","39"
"2019-01-13 14:40:00","39"
"2019-01-13 14:50:00","41"
"2019-01-13 15:00:00","40"
"2019-01-13 15:10:00","40"
"2019-01-13 15:20:00","39"
"2019-01-13 15:30:00","38"
"2019-01-13 15:40:00","38"
"2019-01-13 15:50:00","39"
"2019-01-13 16:00:00","40"
"2019-01-13 16:10:00","39"
"2019-01-13 16:20:00","42"
"2019-01-13 16:30:00","39"
"2019-01-13 16:40:00","38"
"2019-01-13 16:50:00","39"
"2019-01-13 17:00:00","38"
"2019-01-13 17:10:00","39"
"2019-01-13 17:20:00","38"
"2019-01-13 17:30:00","40"
"2019-01-13 17:40:00","40"
"2019-01-13 17:50:00","42"
"2019-01-13 18:00:00","38"
"2019-01-13 18:10:00","38"
"2019-01-13 18:20:00","38"
"2019-01-13 18:30:00","38"
"2019-01-13 18:40:00","40"
"2019-01-13 18:50:00","40"
"2019-01-13 19:00:00","38"
"2019-01-13 19:10:00","39"
"2019-01-13 19:20:00","39"
"2019-01-13 19:30:00","38"
"2019-01-13 19:40:00","39"
"2019-01-13 19:50:00","38"
"2019-01-13 20:00:00","38"
"2019-01-13 20:10:00","38"
"2019-01-13 20:20:00","38"
"2019-01-13 20:30:00","39"
"2019-01-13 20:40:00","42"
"2019-01-13 20:50:00","41"
"2019-01-13 21:00:00","38"
"2019-01-13 21:10:00","39"
"2019-01-13 21:20:00","39"
"2019-01-13 21:30:00","40"
"2019-01-13 21:40:00","39"
"2019-01-13 21:50:00","39"
"2019-01-13 22:00:00","42"
"2019-01-13 22:10:00","41"
"2019-01-13 22:20:00","39"
"2019-01-13 22:30:00","38"
"2019-01-13 22:40:00","39"
"2019-01-13 22:50:00","39"
"2019-01-13 23:00:00","39"
"2019-01-13 23:10:00","39"
"2019-01-13 23:20:00","39"
"2019-01-13 23:30:00","38"
"2019-01-13 23:40:00","40"
"2019-01-13 23:50:00","38"
"2019-01-14 00:00:00","39"
"2019-01-14 00:10:00","39"
"2019-01-14 00:20:00","38"
"2019-01-14 00:30:00","40"
"2019-01-14 00:40:00","40"
"2019-01-14 00:50:00","40"
"2019-01-14 01:00:00","39"
"2019-01-14 01:10:00","41"
"2019-01-14 01:20:00","40"
"2019-01-14 01:30:00","39"
"2019-01-14 01:40:00","38"
"2019-01-14 01:50:00","38"
"2019-01-14 02:00:00","39"
"2019-01-14 02:10:00","39"
"2019-01-14 02:20:00","39"
"2019-01-14 02:30:00","39"
"2019-01-14 02:40:00","39"
"2019-01-14 02:50:00","40"
"2019-01-14 03:00:00","42"
"2019-01-14 03:10:00","38"
"2019-01-14 03:20:00","39"
"2019-01-14 03:30:00","39"
"2019-01-14 03:40:00","40"
"2019-01-14 03:50:00","39"
"2019-01-14 04:00:00","39"
"2019-01-14 04:10:00","41"
"2019-01-14 04:20:00","38"
"2019-01-14 04:30:00","39"
"2019-01-14 04:40:00","39"
"2019-01-14 04:50:00","38"
"2019-01-14 05:00:00","39"
"2019-01-14 05:10:00","38"
"2019-01-14 05:20:00","38"
"2019-01-14 05:30:00","38"
"2019-01-14 05:40:00","40"
"2019-01-14 05:50:00","38"
"2019-01-14 06:00:00","38"
"2019-01-14 06:10:00","39"
"2019-01-14 06:20:00","39"
"2019-01-14 06:30:00","39"
"2019-01-14 06:40:00","39"
"2019-01-14 06:50:00","38"
"2019-01-14 07:00:00","38"
"2019-01-14 07:10:00","38"
"2019-01-14 07:20:00","39"
"2019-01-14 07:30:00","41"
"2019-01-14 07:40:00","38"
"2019-01-14 07:50:00","41"
"2019-01-14 08:00:00","38"
"2019-01-14 08:10:00","41"
"2019-01-14 08:20:00","41"
"2019-01-14 08:30:00","39"
"2019-01-14 08:40:00","39"
"2019-01-14 08:50:00","38"
"2019-01-14 09:00:00","38"
"2019-01-14 09:10:00","39"
"2019-01-14 09:20:00","42"
"2019-01-14 09:30:00","39"
"2019-01-14 09:40:00","39"
"2019-01-14 09:50:00","39"
"2019-01-14 10:00:00","38"
"2019-01-14 10:10:00","39"
"2019-01-14 10:20:00","40"
"2019-01-14 10:30:00","38"
"2019-01-14 10:40:00","41"
"2019-01-14 10:50:00","39"
"2019-01-14 11:00:00","39"
"2019-01-14 11:10:00","38"
"2019-01-14 11:20:00","38"
"2019-01-14 11:30:00","40"
"2019-01-14 11:40:00","38"
"2019-01-14 11:50:00","39"
"2019-01-14 12:00:00","38"
"2019-01-14 12:10:00","38"
"2019-01-14 12:20:00","38"
"2019-01-14 12:30:00","39"
"2019-01-14 12:40:00","39"
"2019-01-14 12:50:00","40"
"2019-01-14 13:00:00","38"
"2019-01-14 13:10:00","42"
"2019-01-14 13:20:00","40"
"2019-01-14 13:30:00","38"
"2019-01-14 13:40:00","39"
"2019-01-14 13:50:00","38"
"2019-01-14 14:00:00","38"
"2019-01-14 14:10:00","39"
"2019-01-14 14:20:00","40"
"2019-01-14 14:30:00","40"
"2019-01-14 14:40:00","38"
"2019-01-14 14:50:00","39"
"2019-01-14 15:00:00","40"
"2019-01-14 15:10:00","40"
"2019-01-14 15:20:00","39"
"2019-01-14 15:30:00","40"
"2019-01-14 15:40:00","39"
"2019-01-14 15:50:00","38"
"2019-01-14 16:00:00","38"
"2019-01-14 16:10:00","39"
"2019-01-14 16:20:00","38"
"2019-01-14 16:30:00","38"
"2019-01-14 16:40:00","40"
"2019-01-14 16:50:00","38"
"2019-01-14 17:00:00","39"
"2019-01-14 17:10:00","40"
"2019-01-14 17:20:00","39"
"2019-01-14 17:30:00","40"
"2019-01-14 17:40:00","38"
"2019-01-14 17:50:00","38"
"2019-01-14 18:00:00","40"
"2019-01-14 18:10:00","44"
"2019-01-14 18:20:00","39"
"2019-01-14 18:30:00","41"
"2019-01-14 18:40:00","38"
"2019-01-14 18:50:00","38"
"2019-01-14 19:00:00","40"
"2019-01-14 19:10:00","41"
"2019-01-14 19:20:00","38"
"2019-01-14 19:30:00","40"
"2019-01-14 19:40:00","39"
"2019-01-14 19:50:00","39"
"2019-01-14 20:00:00","39"
"2019-01-14 20:10:00","38"
"2019-01-14 20:20:00","38"
"2019-01-14 20:30:00","42"
"2019-01-14 20:40:00","41"
"2019-01-14 20:50:00","40"
"2019-01-14 21:00:00","43"
"2019-01-14 21:10:00","42"
"2019-01-14 21:20:00","40"
"2019-01-14 21:30:00","39"
"2019-01-14 21:40:00","30"
"2019-01-14 21:50:00","38"
"2019-01-14 22:00:00","40"
"2019-01-14 22:10:00","38"
"2019-01-14 22:20:00","38"
"2019-01-14 22:30:00","38"
"2019-01-14 22:40:00","43"
"2019-01-14 22:50:00","40"
"2019-01-14 23:00:00","37"
"2019-01-14 23:10:00","39"
"2019-01-14 23:20:00","38"
"2019-01-14 23:30:00","40"
"2019-01-14 23:40:00","38"
"2019-01-14 23:50:00","39"
"2019-01-15 00:00:00","36"
"2019-01-15 00:10:00","39"
"2019-01-15 00:20:00","39"
"2019-01-15 00:30:00","39"
"2019-01-15 00:40:00","38"
"2019-01-15 00:50:00","40"
"2019-01-15 01:00:00","40"
"2019-01-15 01:10:00","39"
"2019-01-15 01:20:00","39"
"2019-01-15 01:30:00","38"
"2019-01-15 01:40:00","39"
"2019-01-15 01:50:00","38"
"2019-01-15 02:00:00","38"
"2019-01-15 02:10:00","38"
"2019-01-15 02:20:00","39"
"2019-01-15 02:30:00","39"
"2019-01-15 02:40:00","38"
"2019-01-15 02:50:00","40"
"2019-01-15 03:00:00","40"
"2019-01-15 03:10:00","39"
"2019-01-15 03:20:00","39"
"2019-01-15 03:30:00","38"
"2019-01-15 03:40:00","44"
"2019-01-15 03:50:00","38"
"2019-01-15 04:00:00","40"
"2019-01-15 04:10:00","41"
"2019-01-15 04:20:00","38"
"2019-01-15 04:30:00","38"
"2019-01-15 04:40:00","38"
"2019-01-15 04:50:00","40"
"2019-01-15 05:00:00","40"
"2019-01-15 05:10:00","39"
"2019-01-15 05:20:00","39"
"2019-01-15 05:30:00","39"
"2019-01-15 05:40:00","40"
"2019-01-15 05:50:00","39"
"2019-01-15 06:00:00","41"
"2019-01-15 06:10:00","37"
"2019-01-15 06:20:00","39"
"2019-01-15 06:30:00","39"
"2019-01-15 06:40:00","38"
"2019-01-15 06:50:00","40"
"2019-01-15 07:00:00","38"
"2019-01-15 07:10:00","38"
"2019-01-15 07:20:00","42"
"2019-01-15 07:30:00","38"
"2019-01-15 07:40:00","41"
"2019-01-15 07:50:00","38"
"2019-01-15 08:00:00","39"
"2019-01-15 08:10:00","37"
"2019-01-15 08:20:00","39"
"2019-01-15 08:30:00","40"
"2019-01-15 08:40:00","38"
"2019-01-15 08:50:00","39"
"2019-01-15 09:00:00","38"
"2019-01-15 09:10:00","41"
"2019-01-15 09:20:00","38"
"2019-01-15 09:30:00","39"
"2019-01-15 09:40:00","40"
"2019-01-15 09:50:00","38"
"2019-01-15 10:00:00","38"
"2019-01-15 10:10:00","39"
"2019-01-15 10:20:00","40"
"2019-01-15 10:30:00","38"
"2019-01-15 10:40:00","38"
"2019-01-15 10:50:00","38"
"2019-01-15 11:00:00","40"
"2019-01-15 11:10:00","39"
"2019-01-15 11:20:00","41"
"2019-01-15 11:30:00","39"
"2019-01-15 11:40:00","38"
"2019-01-15 11:50:00","40"
"2019-01-15 12:00:00","38"
"2019-01-15 12:10:00","39"
"2019-01-15 12:20:00","38"
"2019-01-15 12:30:00","39"
"2019-01-15 12:40:00","38"
"2019-01-15 12:50:00","41"
"2019-01-15 13:00:00","38"
"2019-01-15 13:10:00","38"
"2019-01-15 13:20:00","39"
"2019-01-15 13:30:00","40"
"2019-01-15 13:40:00","39"
"2019-01-15 13:50:00","40"
"2019-01-15 14:00:00","38"
"2019-01-15 14:10:00","38"
"2019-01-15 14:20:00","38"
"2019-01-15 14:30:00","39"
"2019-01-15 14:40:00","39"
"2019-01-15 14:50:00","38"
"2019-01-15 15:00:00","39"
"2019-01-15 15:10:00","38"
"2019-01-15 15:20:00","39"
"2019-01-15 15:30:00","39"
"2019-01-15 15:40:00","39"
"2019-01-15 15:50:00","39"
"2019-01-15 16:00:00","38"
"2019-01-15 16:10:00","38"
"2019-01-15 16:20:00","38"
"2019-01-15 16:30:00","40"
"2019-01-15 16:40:00","40"
"2019-01-15 16:50:00","40"
"2019-01-15 17:00:00","39"
"2019-01-15 17:10:00","42"
"2019-01-15 17:20:00","39"
"2019-01-15 17:30:00","38"
"2019-01-15 17:40:00","39"
"2019-01-15 17:50:00","38"
"2019-01-15 18:00:00","38"
"2019-01-15 18:10:00","38"
"2019-01-15 18:20:00","40"
"2019-01-15 18:30:00","42"
"2019-01-15 18:40:00","38"
"2019-01-15 18:50:00","39"
"2019-01-15 19:00:00","38"
"2019-01-15 19:10:00","40"
"2019-01-15 19:20:00","40"
"2019-01-15 19:30:00","39"
"2019-01-15 19:40:00","39"
"2019-01-15 19:50:00","38"
"2019-01-15 20:00:00","38"
"2019-01-15 20:10:00","40"
"2019-01-15 20:20:00","40"
"2019-01-15 20:30:00","42"
"2019-01-15 20:40:00","38"
"2019-01-15 20:50:00","40"
"2019-01-15 21:00:00","38"
"2019-01-15 21:10:00","38"
"2019-01-15 21:20:00","40"
"2019-01-15 21:30:00","42"
"2019-01-15 21:40:00","40"
"2019-01-15 21:50:00","37"
"2019-01-15 22:00:00","36"
"2019-01-15 22:10:00","37"
"2019-01-15 22:20:00","36"
"2019-01-15 22:30:00","38"
"2019-01-15 22:40:00","38"
"2019-01-15 22:50:00","37"
"2019-01-15 23:00:00","37"
"2019-01-15 23:10:00","36"
"2019-01-15 23:20:00","36"
"2019-01-15 23:30:00","37"
"2019-01-15 23:40:00","40"
"2019-01-15 23:50:00","36"
"2019-01-16 00:00:00","38"
"2019-01-16 00:10:00","36"
"2019-01-16 00:20:00","40"
"2019-01-16 00:30:00","38"
"2019-01-16 00:40:00","39"
"2019-01-16 00:50:00","36"
"2019-01-16 01:00:00","38"
"2019-01-16 01:10:00","36"
"2019-01-16 01:20:00","37"
"2019-01-16 01:30:00","39"
"2019-01-16 01:40:00","36"
"2019-01-16 01:50:00","37"
"2019-01-16 02:00:00","36"
"2019-01-16 02:10:00","36"
"2019-01-16 02:20:00","38"
"2019-01-16 02:30:00","39"
"2019-01-16 02:40:00","37"
"2019-01-16 02:50:00","39"
"2019-01-16 03:00:00","38"
"2019-01-16 03:10:00","36"
"2019-01-16 03:20:00","36"
"2019-01-16 03:30:00","37"
"2019-01-16 03:40:00","36"
"2019-01-16 03:50:00","36"
"2019-01-16 04:00:00","37"
"2019-01-16 04:10:00","36"
"2019-01-16 04:20:00","39"
"2019-01-16 04:30:00","38"
"2019-01-16 04:40:00","40"
"2019-01-16 04:50:00","38"
"2019-01-16 05:00:00","36"
"2019-01-16 05:10:00","38"
"2019-01-16 05:20:00","36"
"2019-01-16 05:30:00","40"
"2019-01-16 05:40:00","39"
"2019-01-16 05:50:00","36"
"2019-01-16 06:00:00","36"
"2019-01-16 06:10:00","36"
"2019-01-16 06:20:00","37"
"2019-01-16 06:30:00","36"
"2019-01-16 06:40:00","36"
"2019-01-16 06:50:00","36"
"2019-01-16 07:00:00","37"
"2019-01-16 07:10:00","36"
"2019-01-16 07:20:00","37"
"2019-01-16 07:30:00","39"
"2019-01-16 07:40:00","38"
"2019-01-16 07:50:00","36"
"2019-01-16 08:00:00","37"
"2019-01-16 08:10:00","37"
"2019-01-16 08:20:00","37"
"2019-01-16 08:30:00","39"
"2019-01-16 08:40:00","39"
"2019-01-16 08:50:00","38"
"2019-01-16 09:00:00","36"
"2019-01-16 09:10:00","36"
"2019-01-16 09:20:00","37"
"2019-01-16 09:30:00","36"
"2019-01-16 09:40:00","38"
"2019-01-16 09:50:00","36"
"2019-01-16 10:00:00","38"
"2019-01-16 10:10:00","37"
"2019-01-16 10:20:00","37"
"2019-01-16 10:30:00","37"
"2019-01-16 10:40:00","38"
"2019-01-16 10:50:00","38"
"2019-01-16 11:00:00","37"
"2019-01-16 11:10:00","38"
"2019-01-16 11:20:00","36"
"2019-01-16 11:30:00","36"
"2019-01-16 11:40:00","36"
"2019-01-16 11:50:00","36"
"2019-01-16 12:00:00","37"
"2019-01-16 12:10:00","38"
"2019-01-16 12:20:00","37"
"2019-01-16 12:30:00","39"
"2019-01-16 12:40:00","37"
"2019-01-16 12:50:00","39"
"2019-01-16 13:00:00","38"
"2019-01-16 13:10:00","36"
"2019-01-16 13:20:00","38"
"2019-01-16 13:30:00","38"
"2019-01-16 13:40:00","37"
"2019-01-16 13:50:00","37"
"2019-01-16 14:00:00","37"
"2019-01-16 14:10:00","36"
"2019-01-16 14:20:00","38"
"2019-01-16 14:30:00","37"
"2019-01-16 14:40:00","36"
"2019-01-16 14:50:00","36"
"2019-01-16 15:00:00","36"
"2019-01-16 15:10:00","37"
"2019-01-16 15:20:00","36"
"2019-01-16 15:30:00","37"
"2019-01-16 15:40:00","36"
"2019-01-16 15:50:00","36"
"2019-01-16 16:00:00","36"
"2019-01-16 16:10:00","36"
"2019-01-16 16:20:00","36"
"2019-01-16 16:30:00","36"
"2019-01-16 16:40:00","36"
"2019-01-16 16:50:00","39"
"2019-01-16 17:00:00","36"
"2019-01-16 17:10:00","40"
"2019-01-16 17:20:00","40"
"2019-01-16 17:30:00","36"
"2019-01-16 17:40:00","38"
"2019-01-16 17:50:00","37"
"2019-01-16 18:00:00","39"
"2019-01-16 18:10:00","36"
"2019-01-16 18:20:00","36"
"2019-01-16 18:30:00","36"
"2019-01-16 18:40:00","36"
"2019-01-16 18:50:00","37"
"2019-01-16 19:00:00","36"
"2019-01-16 19:10:00","37"
"2019-01-16 19:20:00","40"
"2019-01-16 19:30:00","39"
"2019-01-16 19:40:00","36"
"2019-01-16 19:50:00","36"
"2019-01-16 20:00:00","36"
"2019-01-16 20:10:00","38"
"2019-01-16 20:20:00","36"
"2019-01-16 20:30:00","38"
"2019-01-16 20:40:00","39"
"2019-01-16 20:50:00","38"
"2019-01-16 21:00:00","37"
"2019-01-16 21:10:00","36"
"2019-01-16 21:20:00","37"
"2019-01-16 21:30:00","39"
"2019-01-16 21:40:00","36"
"2019-01-16 21:50:00","36"
"2019-01-16 22:00:00","38"
"2019-01-16 22:10:00","37"
"2019-01-16 22:20:00","37"
"2019-01-16 22:30:00","37"
"2019-01-16 22:40:00","36"
"2019-01-16 22:50:00","38"
"2019-01-16 23:00:00","37"
"2019-01-16 23:10:00","39"
"2019-01-16 23:20:00","37"
"2019-01-16 23:30:00","36"
"2019-01-16 23:40:00","36"
"2019-01-16 23:50:00","37"
"2019-01-17 00:00:00","36"
