"2019-01-01 00:10:00","38"
"2019-08-29 00:40:00","36"
"2019-08-29 00:50:00","36"
"2019-08-29 01:00:00","37"
"2019-08-29 01:10:00","27"
"2019-08-29 01:20:00","36"
"2019-08-29 01:30:00","39"
"2019-08-29 01:40:00","36"
"2019-08-29 01:50:00","36"
"2019-08-29 02:00:00","36"
"2019-08-29 02:10:00","27"
"2019-08-29 02:20:00","36"
"2019-08-29 02:30:00","36"
"2019-08-29 02:40:00","36"
"2019-08-29 02:50:00","36"
"2019-08-29 03:00:00","36"
"2019-08-29 03:10:00","27"
"2019-08-29 03:20:00","36"
"2019-08-29 03:30:00","37"
"2019-08-29 03:40:00","36"
"2019-08-29 03:50:00","37"
"2019-08-29 04:00:00","36"
"2019-08-29 04:10:00","27"
"2019-08-29 04:20:00","38"
"2019-08-29 04:30:00","37"
"2019-08-29 04:40:00","36"
"2019-08-29 04:50:00","36"
"2019-08-29 05:00:00","36"
"2019-08-29 05:10:00","27"
"2019-08-29 05:20:00","36"
"2019-08-29 05:30:00","36"
"2019-08-29 05:40:00","37"
"2019-08-29 05:50:00","36"
"2019-08-29 06:00:00","36"
"2019-08-29 06:10:00","27"
"2019-08-29 06:20:00","37"
"2019-08-29 06:30:00","37"
"2019-08-29 06:40:00","37"
"2019-08-29 06:50:00","36"
"2019-08-29 07:00:00","37"
"2019-08-29 07:10:00","38"
"2019-08-29 07:20:00","37"
"2019-08-29 07:30:00","37"
"2019-08-29 07:40:00","36"
"2019-08-29 07:50:00","36"
"2019-08-29 08:00:00","36"
"2019-08-29 08:10:00","36"
"2019-08-29 08:20:00","37"
"2019-08-29 08:30:00","36"
"2019-08-29 08:40:00","36"
"2019-08-29 08:50:00","36"
"2019-08-29 09:00:00","36"
"2019-08-29 09:10:00","36"
"2019-08-29 09:20:00","36"
"2019-08-29 09:30:00","36"
"2019-08-29 09:40:00","36"
"2019-08-29 09:50:00","36"
"2019-08-29 10:00:00","36"
"2019-08-29 10:10:00","37"
"2019-08-29 10:20:00","36"
"2019-08-29 10:30:00","36"
"2019-08-29 10:40:00","37"
"2019-08-29 10:50:00","36"
"2019-08-29 11:00:00","36"
"2019-08-29 11:10:00","36"
"2019-08-29 11:20:00","36"
"2019-08-29 11:30:00","36"
"2019-08-29 11:40:00","36"
"2019-08-29 11:50:00","36"
"2019-08-29 12:00:00","36"
"2019-08-29 12:10:00","36"
"2019-08-29 12:20:00","36"
"2019-08-29 12:30:00","36"
"2019-08-29 12:40:00","36"
"2019-08-29 12:50:00","36"
"2019-08-29 13:00:00","38"
"2019-08-29 13:10:00","36"
"2019-08-29 13:20:00","37"
"2019-08-29 13:30:00","36"
"2019-08-29 13:40:00","36"
"2019-08-29 13:50:00","36"
"2019-08-29 14:00:00","37"
"2019-08-29 14:10:00","36"
"2019-08-29 14:20:00","37"
"2019-08-29 14:30:00","36"
"2019-08-29 14:40:00","36"
"2019-08-29 14:50:00","36"
"2019-08-29 15:00:00","36"
"2019-08-29 15:10:00","36"
"2019-08-29 15:20:00","35"
"2019-08-29 15:30:00","36"
"2019-08-29 15:40:00","36"
"2019-08-29 15:50:00","37"
"2019-08-29 16:00:00","37"
"2019-08-29 16:10:00","36"
"2019-08-29 16:20:00","36"
"2019-08-29 16:30:00","37"
"2019-08-29 16:40:00","36"
"2019-08-29 16:50:00","36"
"2019-08-29 17:00:00","36"
"2019-08-29 17:10:00","36"
"2019-08-29 17:20:00","36"
"2019-08-29 17:30:00","36"
"2019-08-29 17:40:00","37"
"2019-08-29 17:50:00","36"
"2019-08-29 18:00:00","36"
"2019-08-29 18:10:00","36"
"2019-08-29 18:20:00","36"
"2019-08-29 18:30:00","36"
"2019-08-29 18:40:00","36"
"2019-08-29 18:50:00","36"
"2019-08-29 19:00:00","36"
"2019-08-29 19:10:00","36"
"2019-08-29 19:20:00","36"
"2019-08-29 19:30:00","36"
"2019-08-29 19:40:00","36"
"2019-08-29 19:50:00","36"
"2019-08-29 20:00:00","37"
"2019-08-29 20:10:00","36"
"2019-08-29 20:20:00","36"
"2019-08-29 20:30:00","36"
"2019-08-29 20:40:00","36"
"2019-08-29 20:50:00","36"
"2019-08-29 21:00:00","40"
"2019-08-29 21:10:00","43"
"2019-08-29 21:20:00","36"
"2019-08-29 21:30:00","36"
"2019-08-29 21:40:00","36"
"2019-08-29 21:50:00","36"
"2019-08-29 22:00:00","39"
"2019-08-29 22:10:00","36"
"2019-08-29 22:20:00","36"
"2019-08-29 22:30:00","36"
"2019-08-29 22:40:00","36"
"2019-08-29 22:50:00","37"
"2019-08-29 23:00:00","36"
"2019-08-29 23:10:00","36"
"2019-08-29 23:20:00","38"
"2019-08-29 23:30:00","36"
"2019-08-29 23:40:00","36"
"2019-08-29 23:50:00","36"
"2019-08-30 00:00:00","37"
"2019-08-30 00:10:00","36"
"2019-08-30 00:20:00","37"
"2019-08-30 00:30:00","38"
"2019-08-30 00:40:00","36"
"2019-08-30 00:50:00","37"
"2019-08-30 01:00:00","36"
"2019-08-30 01:10:00","36"
"2019-08-30 01:20:00","36"
"2019-08-30 01:30:00","36"
"2019-08-30 01:40:00","36"
"2019-08-30 01:50:00","38"
"2019-08-30 02:00:00","38"
"2019-08-30 02:10:00","36"
"2019-08-30 02:20:00","38"
"2019-08-30 02:30:00","36"
"2019-08-30 02:40:00","37"
"2019-08-30 02:50:00","36"
"2019-08-30 03:00:00","36"
"2019-08-30 03:10:00","36"
"2019-08-30 03:20:00","36"
"2019-08-30 03:30:00","39"
"2019-08-30 03:40:00","43"
"2019-08-30 03:50:00","40"
"2019-08-30 04:00:00","40"
"2019-08-30 04:10:00","43"
"2019-08-30 04:20:00","36"
"2019-08-30 04:30:00","44"
"2019-08-30 04:40:00","38"
"2019-08-30 04:50:00","36"
"2019-08-30 05:00:00","36"
"2019-08-30 05:10:00","36"
"2019-08-30 05:20:00","38"
"2019-08-30 05:30:00","37"
"2019-08-30 05:40:00","36"
"2019-08-30 05:50:00","36"
"2019-08-30 06:00:00","37"
"2019-08-30 06:10:00","36"
"2019-08-30 06:20:00","36"
"2019-08-30 06:30:00","37"
"2019-08-30 06:40:00","37"
"2019-08-30 06:50:00","38"
"2019-08-30 07:00:00","36"
"2019-08-30 07:10:00","37"
"2019-08-30 07:20:00","37"
"2019-08-30 07:30:00","36"
"2019-08-30 07:40:00","38"
"2019-08-30 07:50:00","36"
"2019-08-30 08:00:00","36"
"2019-08-30 08:10:00","36"
"2019-08-30 08:20:00","38"
"2019-08-30 08:30:00","36"
"2019-08-30 08:40:00","36"
"2019-08-30 08:50:00","36"
"2019-08-30 09:00:00","39"
"2019-08-30 09:10:00","36"
"2019-08-30 09:20:00","37"
"2019-08-30 09:30:00","37"
"2019-08-30 09:40:00","36"
"2019-08-30 09:50:00","37"
"2019-08-30 10:00:00","36"
"2019-08-30 10:10:00","36"
"2019-08-30 10:20:00","36"
"2019-08-30 10:30:00","38"
"2019-08-30 10:40:00","37"
"2019-08-30 10:50:00","36"
"2019-08-30 11:00:00","36"
"2019-08-30 11:10:00","37"
"2019-08-30 11:20:00","36"
"2019-08-30 11:30:00","36"
"2019-08-30 11:40:00","35"
"2019-08-30 11:50:00","37"
"2019-08-30 12:00:00","36"
"2019-08-30 12:10:00","38"
"2019-08-30 12:20:00","36"
"2019-08-30 12:30:00","37"
"2019-08-30 12:40:00","38"
"2019-08-30 12:50:00","40"
"2019-08-30 13:00:00","36"
"2019-08-30 13:10:00","36"
"2019-08-30 13:20:00","37"
"2019-08-30 13:30:00","36"
"2019-08-30 13:40:00","39"
"2019-08-30 13:50:00","37"
"2019-08-30 14:00:00","36"
"2019-08-30 14:10:00","35"
"2019-08-30 14:20:00","36"
"2019-08-30 14:30:00","35"
"2019-08-30 14:40:00","39"
"2019-08-30 14:50:00","39"
"2019-08-30 15:00:00","36"
"2019-08-30 15:10:00","36"
"2019-08-30 15:20:00","37"
"2019-08-30 15:30:00","36"
"2019-08-30 15:40:00","38"
"2019-08-30 15:50:00","36"
"2019-08-30 16:00:00","37"
"2019-08-30 16:10:00","37"
"2019-08-30 16:20:00","37"
"2019-08-30 16:30:00","37"
"2019-08-30 16:40:00","36"
"2019-08-30 16:50:00","36"
"2019-08-30 17:00:00","36"
"2019-08-30 17:10:00","37"
"2019-08-30 17:20:00","36"
"2019-08-30 17:30:00","36"
"2019-08-30 17:40:00","36"
"2019-08-30 17:50:00","37"
"2019-08-30 18:00:00","36"
"2019-08-30 18:10:00","36"
"2019-08-30 18:20:00","36"
"2019-08-30 18:30:00","36"
"2019-08-30 18:40:00","36"
"2019-08-30 18:50:00","37"
"2019-08-30 19:00:00","37"
"2019-08-30 19:10:00","36"
"2019-08-30 19:20:00","37"
"2019-08-30 19:30:00","36"
"2019-08-30 19:40:00","36"
"2019-08-30 19:50:00","37"
"2019-08-30 20:00:00","36"
"2019-08-30 20:10:00","32"
"2019-08-30 20:20:00","36"
"2019-08-30 20:30:00","37"
"2019-08-30 20:40:00","37"
"2019-08-30 20:50:00","38"
"2019-08-30 21:00:00","38"
"2019-08-30 21:10:00","32"
"2019-08-30 21:20:00","35"
"2019-08-30 21:30:00","37"
"2019-08-30 21:40:00","36"
"2019-08-30 21:50:00","36"
"2019-08-30 22:00:00","36"
"2019-08-30 22:10:00","31"
"2019-08-30 22:20:00","36"
"2019-08-30 22:30:00","36"
"2019-08-30 22:40:00","36"
"2019-08-30 22:50:00","37"
"2019-08-30 23:00:00","36"
"2019-08-30 23:10:00","32"
"2019-08-30 23:20:00","37"
"2019-08-30 23:30:00","38"
"2019-08-30 23:40:00","36"
"2019-08-30 23:50:00","36"
"2019-08-31 00:00:00","36"
"2019-08-31 00:10:00","36"
"2019-08-31 00:20:00","36"
"2019-08-31 00:30:00","36"
"2019-08-31 00:40:00","37"
"2019-08-31 00:50:00","36"
"2019-08-31 01:00:00","37"
"2019-08-31 01:10:00","36"
"2019-08-31 01:20:00","36"
"2019-08-31 01:30:00","36"
"2019-08-31 01:40:00","37"
"2019-08-31 01:50:00","37"
"2019-08-31 02:00:00","36"
"2019-08-31 02:10:00","37"
"2019-08-31 02:20:00","37"
"2019-08-31 02:30:00","36"
"2019-08-31 02:40:00","36"
"2019-08-31 02:50:00","37"
"2019-08-31 03:00:00","38"
"2019-08-31 03:10:00","36"
"2019-08-31 03:20:00","36"
"2019-08-31 03:30:00","36"
"2019-08-31 03:40:00","38"
"2019-08-31 03:50:00","37"
"2019-08-31 04:00:00","37"
"2019-08-31 04:10:00","37"
"2019-08-31 04:20:00","38"
"2019-08-31 04:30:00","37"
"2019-08-31 04:40:00","36"
"2019-08-31 04:50:00","36"
"2019-08-31 05:00:00","37"
"2019-08-31 05:10:00","36"
"2019-08-31 05:20:00","36"
"2019-08-31 05:30:00","39"
"2019-08-31 05:40:00","37"
"2019-08-31 05:50:00","36"
"2019-08-31 06:00:00","37"
"2019-08-31 06:10:00","36"
"2019-08-31 06:20:00","39"
"2019-08-31 06:30:00","37"
"2019-08-31 06:40:00","36"
"2019-08-31 06:50:00","36"
"2019-08-31 07:00:00","36"
"2019-08-31 07:10:00","29"
"2019-08-31 07:20:00","36"
"2019-08-31 07:30:00","36"
"2019-08-31 07:40:00","36"
"2019-08-31 07:50:00","37"
"2019-08-31 08:00:00","36"
"2019-08-31 08:10:00","36"
"2019-08-31 08:20:00","40"
"2019-08-31 08:30:00","38"
"2019-08-31 08:40:00","36"
"2019-08-31 08:50:00","37"
"2019-08-31 09:00:00","37"
"2019-08-31 09:10:00","36"
"2019-08-31 09:20:00","37"
"2019-08-31 09:30:00","38"
"2019-08-31 09:40:00","36"
"2019-08-31 09:50:00","36"
"2019-08-31 10:00:00","36"
"2019-08-31 10:10:00","36"
"2019-08-31 10:20:00","37"
"2019-08-31 10:30:00","37"
"2019-08-31 10:40:00","36"
"2019-08-31 10:50:00","37"
"2019-08-31 11:00:00","36"
"2019-08-31 11:10:00","36"
"2019-08-31 11:20:00","36"
"2019-08-31 11:30:00","36"
"2019-08-31 11:40:00","36"
"2019-08-31 11:50:00","36"
"2019-08-31 12:00:00","36"
"2019-08-31 12:10:00","37"
"2019-08-31 12:20:00","36"
"2019-08-31 12:30:00","36"
"2019-08-31 12:40:00","36"
"2019-08-31 12:50:00","36"
"2019-08-31 13:00:00","36"
"2019-08-31 13:10:00","37"
"2019-08-31 13:20:00","36"
"2019-08-31 13:30:00","36"
"2019-08-31 13:40:00","38"
"2019-08-31 13:50:00","38"
"2019-08-31 14:00:00","37"
"2019-08-31 14:10:00","36"
"2019-08-31 14:20:00","36"
"2019-08-31 14:30:00","38"
"2019-08-31 14:40:00","36"
"2019-08-31 14:50:00","36"
"2019-08-31 15:00:00","36"
"2019-08-31 15:10:00","36"
"2019-08-31 15:20:00","36"
"2019-08-31 15:30:00","38"
"2019-08-31 15:40:00","37"
"2019-08-31 15:50:00","36"
"2019-08-31 16:00:00","37"
"2019-08-31 16:10:00","37"
"2019-08-31 16:20:00","36"
"2019-08-31 16:30:00","36"
"2019-08-31 16:40:00","36"
"2019-08-31 16:50:00","36"
"2019-08-31 17:00:00","37"
"2019-08-31 17:10:00","37"
"2019-08-31 17:20:00","37"
"2019-08-31 17:30:00","37"
"2019-08-31 17:40:00","36"
"2019-08-31 17:50:00","37"
"2019-08-31 18:00:00","36"
"2019-08-31 18:10:00","36"
"2019-08-31 18:20:00","36"
"2019-08-31 18:30:00","37"
"2019-08-31 18:40:00","36"
"2019-08-31 18:50:00","37"
"2019-08-31 19:00:00","37"
"2019-08-31 19:10:00","38"
"2019-08-31 19:20:00","37"
"2019-08-31 19:30:00","36"
"2019-08-31 19:40:00","36"
"2019-08-31 19:50:00","36"
"2019-08-31 20:00:00","37"
"2019-08-31 20:10:00","37"
"2019-08-31 20:20:00","36"
"2019-08-31 20:30:00","36"
"2019-08-31 20:40:00","37"
"2019-08-31 20:50:00","38"
"2019-08-31 21:00:00","37"
"2019-08-31 21:10:00","36"
"2019-08-31 21:20:00","39"
"2019-08-31 21:30:00","36"
"2019-08-31 21:40:00","36"
"2019-08-31 21:50:00","36"
"2019-08-31 22:00:00","37"
"2019-08-31 22:10:00","37"
"2019-08-31 22:20:00","36"
"2019-08-31 22:30:00","36"
"2019-08-31 22:40:00","37"
"2019-08-31 22:50:00","37"
"2019-08-31 23:00:00","37"
"2019-08-31 23:10:00","37"
"2019-08-31 23:20:00","36"
"2019-08-31 23:30:00","38"
"2019-08-31 23:40:00","36"
"2019-08-31 23:50:00","37"
"2019-09-01 00:00:00","37"
"2019-09-01 00:10:00","37"
"2019-09-01 00:20:00","36"
"2019-09-01 00:30:00","36"
"2019-09-01 00:40:00","36"
"2019-09-01 00:50:00","36"
"2019-09-01 01:00:00","36"
"2019-09-01 01:10:00","37"
"2019-09-01 01:20:00","36"
"2019-09-01 01:30:00","36"
"2019-09-01 01:40:00","36"
"2019-09-01 01:50:00","36"
"2019-09-01 02:00:00","36"
"2019-09-01 02:10:00","36"
"2019-09-01 02:20:00","36"
"2019-09-01 02:30:00","36"
"2019-09-01 02:40:00","37"
"2019-09-01 02:50:00","36"
"2019-09-01 03:00:00","37"
"2019-09-01 03:10:00","36"
"2019-09-01 03:20:00","36"
"2019-09-01 03:30:00","36"
"2019-09-01 03:40:00","36"
"2019-09-01 03:50:00","36"
"2019-09-01 04:00:00","36"
"2019-09-01 04:10:00","36"
"2019-09-01 04:20:00","36"
"2019-09-01 04:30:00","36"
"2019-09-01 04:40:00","29"
"2019-09-01 04:50:00","60"
"2019-09-01 05:00:00","49"
"2019-09-01 05:10:00","22"
"2019-09-01 05:20:00","55"
"2019-09-01 05:30:00","38"
"2019-09-01 05:40:00","36"
"2019-09-01 05:50:00","37"
"2019-09-01 06:00:00","36"
"2019-09-01 06:10:00","37"
"2019-09-01 06:20:00","37"
"2019-09-01 06:30:00","37"
"2019-09-01 06:40:00","37"
"2019-09-01 06:50:00","36"
"2019-09-01 07:00:00","36"
"2019-09-01 07:10:00","36"
"2019-09-01 07:20:00","36"
"2019-09-01 07:30:00","36"
"2019-09-01 07:40:00","37"
"2019-09-01 07:50:00","37"
"2019-09-01 08:00:00","36"
"2019-09-01 08:10:00","40"
"2019-09-01 08:20:00","46"
"2019-09-01 08:30:00","37"
"2019-09-01 08:40:00","37"
"2019-09-01 08:50:00","44"
"2019-09-01 09:00:00","36"
"2019-09-01 09:10:00","36"
"2019-09-01 09:20:00","36"
"2019-09-01 09:30:00","36"
"2019-09-01 09:40:00","40"
"2019-09-01 09:50:00","37"
"2019-09-01 10:00:00","37"
"2019-09-01 10:10:00","36"
"2019-09-01 10:20:00","37"
"2019-09-01 10:30:00","36"
"2019-09-01 10:40:00","37"
"2019-09-01 10:50:00","36"
"2019-09-01 11:00:00","37"
"2019-09-01 11:10:00","36"
"2019-09-01 11:20:00","37"
"2019-09-01 11:30:00","40"
"2019-09-01 11:40:00","38"
"2019-09-01 11:50:00","36"
"2019-09-01 12:00:00","37"
"2019-09-01 12:10:00","38"
"2019-09-01 12:20:00","38"
"2019-09-01 12:30:00","38"
"2019-09-01 12:40:00","36"
"2019-09-01 12:50:00","38"
"2019-09-01 13:00:00","38"
"2019-09-01 13:10:00","36"
"2019-09-01 13:20:00","38"
"2019-09-01 13:30:00","38"
"2019-09-01 13:40:00","36"
"2019-09-01 13:50:00","36"
"2019-09-01 14:00:00","37"
"2019-09-01 14:10:00","36"
"2019-09-01 14:20:00","39"
"2019-09-01 14:30:00","38"
"2019-09-01 14:40:00","38"
"2019-09-01 14:50:00","36"
"2019-09-01 15:00:00","36"
"2019-09-01 15:10:00","37"
"2019-09-01 15:20:00","36"
"2019-09-01 15:30:00","36"
"2019-09-01 15:40:00","36"
"2019-09-01 15:50:00","36"
"2019-09-01 16:00:00","36"
"2019-09-01 16:10:00","37"
"2019-09-01 16:20:00","37"
"2019-09-01 16:30:00","38"
"2019-09-01 16:40:00","37"
"2019-09-01 16:50:00","39"
"2019-09-01 17:00:00","38"
"2019-09-01 17:10:00","39"
"2019-09-01 17:20:00","36"
"2019-09-01 17:30:00","38"
"2019-09-01 17:40:00","37"
"2019-09-01 17:50:00","36"
"2019-09-01 18:00:00","38"
"2019-09-01 18:10:00","37"
"2019-09-01 18:20:00","36"
"2019-09-01 18:30:00","37"
"2019-09-01 18:40:00","37"
"2019-09-01 18:50:00","37"
"2019-09-01 19:00:00","38"
"2019-09-01 19:10:00","38"
"2019-09-01 19:20:00","36"
"2019-09-01 19:30:00","36"
"2019-09-01 19:40:00","37"
"2019-09-01 19:50:00","36"
"2019-09-01 20:00:00","36"
"2019-09-01 20:10:00","36"
"2019-09-01 20:20:00","36"
"2019-09-01 20:30:00","37"
"2019-09-01 20:40:00","36"
"2019-09-01 20:50:00","36"
"2019-09-01 21:00:00","36"
"2019-09-01 21:10:00","37"
"2019-09-01 21:20:00","37"
"2019-09-01 21:30:00","36"
"2019-09-01 21:40:00","36"
"2019-09-01 21:50:00","36"
"2019-09-01 22:00:00","36"
"2019-09-01 22:10:00","36"
"2019-09-01 22:20:00","36"
"2019-09-01 22:30:00","37"
"2019-09-01 22:40:00","36"
"2019-09-01 22:50:00","38"
"2019-09-01 23:00:00","36"
"2019-09-01 23:10:00","36"
"2019-09-01 23:20:00","38"
"2019-09-01 23:30:00","36"
"2019-09-01 23:40:00","37"
"2019-09-01 23:50:00","38"
"2019-09-02 00:00:00","36"
"2019-09-02 00:10:00","37"
"2019-09-02 00:20:00","37"
"2019-09-02 00:30:00","36"
"2019-09-02 00:40:00","36"
"2019-09-02 00:50:00","36"
"2019-09-02 01:00:00","38"
"2019-09-02 01:10:00","36"
"2019-09-02 01:20:00","38"
"2019-09-02 01:30:00","36"
"2019-09-02 01:40:00","37"
"2019-09-02 01:50:00","37"
"2019-09-02 02:00:00","36"
"2019-09-02 02:10:00","36"
"2019-09-02 02:20:00","36"
"2019-09-02 02:30:00","38"
"2019-09-02 02:40:00","37"
"2019-09-02 02:50:00","36"
"2019-09-02 03:00:00","36"
"2019-09-02 03:10:00","38"
"2019-09-02 03:20:00","36"
"2019-09-02 03:30:00","39"
"2019-09-02 03:40:00","40"
"2019-09-02 03:50:00","36"
"2019-09-02 04:00:00","36"
"2019-09-02 04:10:00","36"
"2019-09-02 04:20:00","36"
"2019-09-02 04:30:00","34"
"2019-09-02 04:40:00","37"
"2019-09-02 04:50:00","38"
"2019-09-02 05:00:00","37"
"2019-09-02 05:10:00","37"
"2019-09-02 05:20:00","38"
"2019-09-02 05:30:00","37"
"2019-09-02 05:40:00","40"
"2019-09-02 05:50:00","34"
"2019-09-02 06:00:00","37"
"2019-09-02 06:10:00","36"
"2019-09-02 06:20:00","37"
"2019-09-02 06:30:00","37"
"2019-09-02 06:40:00","36"
"2019-09-02 06:50:00","36"
"2019-09-02 07:00:00","37"
"2019-09-02 07:10:00","36"
"2019-09-02 07:20:00","36"
"2019-09-02 07:30:00","37"
"2019-09-02 07:40:00","38"
"2019-09-02 07:50:00","38"
"2019-09-02 08:00:00","37"
"2019-09-02 08:10:00","36"
"2019-09-02 08:20:00","36"
"2019-09-02 08:30:00","36"
"2019-09-02 08:40:00","37"
"2019-09-02 08:50:00","36"
"2019-09-02 09:00:00","36"
"2019-09-02 09:10:00","36"
"2019-09-02 09:20:00","36"
"2019-09-02 09:30:00","39"
"2019-09-02 09:40:00","37"
"2019-09-02 09:50:00","38"
"2019-09-02 10:00:00","36"
"2019-09-02 10:10:00","36"
"2019-09-02 10:20:00","36"
"2019-09-02 10:30:00","36"
"2019-09-02 10:40:00","36"
"2019-09-02 10:50:00","38"
"2019-09-02 11:00:00","39"
"2019-09-02 11:10:00","37"
"2019-09-02 11:20:00","38"
"2019-09-02 11:30:00","37"
"2019-09-02 11:40:00","36"
"2019-09-02 11:50:00","39"
"2019-09-02 12:00:00","38"
"2019-09-02 12:10:00","37"
"2019-09-02 12:20:00","36"
"2019-09-02 12:30:00","36"
"2019-09-02 12:40:00","36"
"2019-09-02 12:50:00","37"
"2019-09-02 13:00:00","36"
"2019-09-02 13:10:00","39"
"2019-09-02 13:20:00","37"
"2019-09-02 13:30:00","38"
"2019-09-02 13:40:00","39"
"2019-09-02 13:50:00","36"
"2019-09-02 14:00:00","36"
"2019-09-02 14:10:00","39"
"2019-09-02 14:20:00","38"
"2019-09-02 14:30:00","38"
"2019-09-02 14:40:00","36"
"2019-09-02 14:50:00","39"
"2019-09-02 15:00:00","39"
"2019-09-02 15:10:00","41"
"2019-09-02 15:20:00","38"
"2019-09-02 15:30:00","36"
"2019-09-02 15:40:00","37"
"2019-09-02 15:50:00","36"
"2019-09-02 16:00:00","36"
"2019-09-02 16:10:00","37"
"2019-09-02 16:20:00","36"
"2019-09-02 16:30:00","36"
"2019-09-02 16:40:00","39"
"2019-09-02 16:50:00","37"
"2019-09-02 17:00:00","37"
"2019-09-02 17:10:00","36"
"2019-09-02 17:20:00","36"
"2019-09-02 17:30:00","37"
"2019-09-02 17:40:00","37"
"2019-09-02 17:50:00","38"
"2019-09-02 18:00:00","37"
"2019-09-02 18:10:00","37"
"2019-09-02 18:20:00","36"
"2019-09-02 18:30:00","36"
"2019-09-02 18:40:00","38"
"2019-09-02 18:50:00","36"
"2019-09-02 19:00:00","36"
"2019-09-02 19:10:00","38"
"2019-09-02 19:20:00","36"
"2019-09-02 19:30:00","36"
"2019-09-02 19:40:00","37"
"2019-09-02 19:50:00","37"
"2019-09-02 20:00:00","36"
"2019-09-02 20:10:00","36"
"2019-09-02 20:20:00","36"
"2019-09-02 20:30:00","36"
"2019-09-02 20:40:00","36"
"2019-09-02 20:50:00","36"
"2019-09-02 21:00:00","38"
"2019-09-02 21:10:00","36"
"2019-09-02 21:20:00","38"
"2019-09-02 21:30:00","36"
"2019-09-02 21:40:00","36"
"2019-09-02 21:50:00","41"
"2019-09-02 22:00:00","37"
"2019-09-02 22:10:00","37"
"2019-09-02 22:20:00","36"
"2019-09-02 22:30:00","36"
"2019-09-02 22:40:00","36"
"2019-09-02 22:50:00","37"
"2019-09-02 23:00:00","37"
"2019-09-02 23:10:00","36"
"2019-09-02 23:20:00","36"
"2019-09-02 23:30:00","36"
"2019-09-02 23:40:00","37"
"2019-09-02 23:50:00","36"
"2019-09-03 00:00:00","37"
"2019-09-03 00:10:00","36"
"2019-09-03 00:20:00","38"
"2019-09-03 00:30:00","40"
"2019-09-03 00:40:00","39"
"2019-09-03 00:50:00","39"
"2019-09-03 01:00:00","36"
"2019-09-03 01:10:00","38"
"2019-09-03 01:20:00","37"
"2019-09-03 01:30:00","37"
"2019-09-03 01:40:00","37"
"2019-09-03 01:50:00","36"
"2019-09-03 02:00:00","40"
"2019-09-03 02:10:00","36"
"2019-09-03 02:20:00","36"
"2019-09-03 02:30:00","37"
"2019-09-03 02:40:00","36"
"2019-09-03 02:50:00","37"
"2019-09-03 03:00:00","36"
"2019-09-03 03:10:00","39"
"2019-09-03 03:20:00","36"
"2019-09-03 03:30:00","36"
"2019-09-03 03:40:00","36"
"2019-09-03 03:50:00","38"
"2019-09-03 04:00:00","36"
"2019-09-03 04:10:00","38"
"2019-09-03 04:20:00","36"
"2019-09-03 04:30:00","37"
"2019-09-03 04:40:00","38"
"2019-09-03 04:50:00","40"
"2019-09-03 05:00:00","38"
"2019-09-03 05:10:00","36"
"2019-09-03 05:20:00","36"
"2019-09-03 05:30:00","36"
"2019-09-03 05:40:00","37"
"2019-09-03 05:50:00","38"
"2019-09-03 06:00:00","36"
"2019-09-03 06:10:00","36"
"2019-09-03 06:20:00","36"
"2019-09-03 06:30:00","37"
"2019-09-03 06:40:00","37"
"2019-09-03 06:50:00","38"
"2019-09-03 07:00:00","37"
"2019-09-03 07:10:00","36"
"2019-09-03 07:20:00","40"
"2019-09-03 07:30:00","39"
"2019-09-03 07:40:00","40"
"2019-09-03 07:50:00","37"
"2019-09-03 08:00:00","38"
"2019-09-03 08:10:00","37"
"2019-09-03 08:20:00","36"
"2019-09-03 08:30:00","37"
